"benchmark","size","mode","baseline_ms","current_ms","ratio","delta_pct"
"laughing.man.commits.benchmark.SqlLikePipelineJmhBenchmark.parseAndFilter","1000","avgt","0.142348044692737","0.0944027958993476","0.663182947845325","-33.6817052154675"
"laughing.man.commits.benchmark.SqlLikePipelineJmhBenchmark.parseAndFilter","10000","avgt","1.08102553191489","0.695646575342466","0.643506147454464","-35.6493852545536"
"laughing.man.commits.benchmark.SqlLikePipelineJmhBenchmark.parseAndFilterBooleanDepth","10000","avgt","5.36317368421053","3.43070666666667","0.63967845694926","-36.032154305074"
"laughing.man.commits.benchmark.SqlLikePipelineJmhBenchmark.parseAndExplainExecution","10000","avgt","3.93512307692308","2.46506585365854","0.626426621346238","-37.3573378653762"
"laughing.man.commits.benchmark.SqlLikePipelineJmhBenchmark.parseAndFilterWindowRunningTotal","1000","avgt","3.1500875","1.93270566037736","0.613540309714368","-38.6459690285632"
"laughing.man.commits.benchmark.SqlLikePipelineJmhBenchmark.parseAndFilterWindowRunningTotal","10000","avgt","21.5693","13.1140375","0.607995507503721","-39.2004492496279"
"laughing.man.commits.benchmark.ChartVisualizationJmhBenchmark.sqlLikeScatterMapping","100000","avgt","14.7734142857143","8.89599166666667","0.602162201277262","-39.7837798722738"
"laughing.man.commits.benchmark.ChartVisualizationJmhBenchmark.sqlLikeBoundScatterMapping","100000","avgt","14.6329","8.409275","0.574682735479638","-42.5317264520362"
"laughing.man.commits.benchmark.SqlLikePipelineJmhBenchmark.parseAndFilterWindowRank","1000","avgt","3.00792647058824","1.71643220338983","0.570636357029752","-42.9363642970248"
"laughing.man.commits.benchmark.SqlLikePipelineJmhBenchmark.parseAndFilterWindowRank","10000","avgt","21.89282","10.22108","0.466869046564125","-53.3130953435875"
"laughing.man.commits.benchmark.PojoLensJoinJmhBenchmark.pojoLensJoinLeftComputedField","10000","avgt","18.1593666666667","1.0075495049505","0.0554837359388724","-94.4516264061128"
"laughing.man.commits.benchmark.PojoLensJoinJmhBenchmark.pojoLensJoinLeftComputedFieldOrderedLimited","1000","avgt","1.92257169811321","0.0848843724023275","0.044151472990907","-95.5848527009093"
"laughing.man.commits.benchmark.PojoLensJoinJmhBenchmark.pojoLensJoinLeftComputedField","1000","avgt","1.98188823529412","0.082059463850528","0.0414046879078175","-95.8595312092182"
"laughing.man.commits.benchmark.PojoLensJoinJmhBenchmark.pojoLensJoinLeftComputedFieldOrderedLimited","10000","avgt","11.447","0.225113053097345","0.0196656812350262","-98.0334318764974"
